id;numeroSecuriteSociale;nom;prenom
2346;160761486871460;Louis;Honoré
2347;231403065717502;Gardner;Renaud
2348;293356779873686;Bombard;Camilla
2349;284018147994883;Verne;Donna
2350;180487246391921;Minier;Terry
2351;144315089721380;Kerr;Jules
2352;216096511550029;Camus;Émile
2353;271684206326208;Chattam;Isaac
2354;202767255769454;Diderot;Émile
2355;286507275104922;Shelley;Edgar
2356;154429421815645;Levy;Denis
2357;280275987506792;Allan;Jo
2358;104310586360272;Zola;Robert
2359;242754440539070;Gide;Donna
2360;287656304568375;Roberts;S.J.
2361;173422355079597;Kerr;Honoré
2362;257921880906292;Harper;Louis
2363;252476677498705;Kepler;Jules
2364;271612171738473;Diderot;Terry
2365;243198253301400;Gardner;Oscar
2366;118812663925414;d' Aillon;Fred
2367;243439242542111;Lemaitre;Donna
2368;289768648926230;Hawkins;Maxime
2369;199880718083303;Gentry;Åsa
2370;269111851353411;Twain;Jean
2371;117018129217559;Leon;Mark
2372;269594908317571;Mention;Mary
2373;257468427746143;Fleming;Michel
2374;278555705626002;J. Ellory;Honoré
2375;182674590717842;Gide;Bernard
2376;160988980090572;de Balzac;Lisa
2377;141310135980237;de Balzac;Léon
2378;238672039996858;Asimov;Lars
2379;105865363296099;Gentry;Jean
2380;293011218411469;Bombard;Honoré
2381;117206963205322;Harper;Terry
2382;111071674068734;Minier;Albert
2383;245967890317821;Aragon;J.
2384;237495491839029;Mention;Roger
2385;110666145339344;Tolstoï;Jo
2386;228334386930371;Hayes;B.A.
2387;274036299164222;Indridason;Roger
2388;140793359101933;de Musset;Jean
2389;195347768746404;Tolstoï;Isaac
2390;191465302138928;Gardner;Michaël
2391;125308162780286;Higgins Clark;S.J.
2392;260433369707154;Hugo;S.J.
2393;198381917194220;Roberts;Émile
2394;119892495614891;Simenon;Camilla
2395;200377665699784;Chattam;Nora
2396;119025098080168;Eco;Mary
2397;226268891023148;Higgins Clark;André
2398;106260633642193;Kerr;Léon
2399;197675973398849;Camus;Jane
2400;240611400739710;Conan;Mary
2401;127690335542604;Twain;Arthur
2402;104494166383961;Larsson;Jo
2403;186264817436629;Simenon;Mary
2404;187683207776195;Hayes;Tina
2405;154505139389079;Leon;Léon
2406;189416630545855;de Musset;Jean
2407;131166564631908;Hawkins;Pierre
2408;223503554896731;Nesbø;Pierre
2409;251128752747059;Tolstoï;Nora
2410;147478583485072;Twain;Harlan
2411;260156086715257;Lemaitre;Ian
2412;246302650377091;de Balzac;Fred
2413;142162485296348;Twain;André
2414;238188829455928;Leon;Paula
2415;164642794244182;Kerr;Georges
2416;248218798474781;Indridason;Albert
2417;178505647369667;Nesbø;Arthur
2418;299013001219850;Zola;Nora
2419;228700937456084;Vargas;Lars
2420;142527055028381;de Balzac;Roger
2421;143773612867117;Minier;Isaac
2422;228263864861558;J. Ellory;Jack
2423;136573855647812;Kerr;Léon
2424;101018330158921;Twain;Robert
2425;234396374731427;d' Aillon;J.
2426;163746239765946;Allan;Albert
2427;235415490472294;Austen;Mary
2428;159456434107538;Hawkins;Fred
2429;249109328373398;Lemaitre;Marcel
2430;231233162918645;Gentry;Donna
2431;261903843068052;Twain;Victor
2432;133963739613711;Verne;Camilla
2433;183635129093177;Proust;Philip
2434;277466744691548;Parot;Mary
2435;133084716430561;Hawkins;Alfred
2436;104555903289814;Kerr;Tina
2437;268737638611950;Leon;Peter
2438;173463769019369;Nesbø;B.A.
2439;280274803949119;Coben;Edgar
2440;115764854219419;Minier;Émile
2441;253919581792890;Levy;Oscar
2442;182317451595327;Indridason;Amy
2443;157710960969450;Harper;André
2444;124962340330946;Watson;Paula
2445;202318475547786;Twain;Léon
2446;188043223562111;Kafka;André
2447;148278859750276;Vargas;Pierre
2448;268343338199788;Watson;Arnaldur
2449;158876106880350;Seskis;Philip
2450;162022345422611;Zola;Michel
2451;188443212377364;Austen;Marc
2452;241436458803316;Paris;Émile
2453;255220477114657;Mention;Donna
2454;162770968992614;Chattam;Amy
2455;142898209828670;Zola;Jack
2456;190348124365199;Roberts;Donna
2457;193809594973341;Bombard;Marc
2458;182851764568733;d' Aillon;Arthur
2459;141962885959911;May;Isaac
2460;297507134360909;Watson;Philip
2461;177570628859276;Chattam;Jack
2462;276655073423873;de Musset;Umberto
2463;221797866039286;Zola;Jules
2464;176892078544841;Larsson;Jules
2465;191804174716136;Bussi;Philip
2466;135828873753067;May;Mark
2467;172513132460564;Vargas;Mary
2468;205753493020710;Nesbo;R.
2469;296928391608079;May;Mary
2470;218104275413480;Twain;Arnaldur
2471;225638244852858;Proust;R.
2472;239562869527697;Aragon;Jean
2473;173921220954629;Watson;Tina
2474;224435215044796;Levy;Harlan
2475;112083137763659;Nesbø;Léon
2476;171073919614722;Aragon;Albert
2477;285205750689906;de Balzac;B.A.
2478;211722398810829;Kerr;Tina
2479;104345804460876;Levy;B.A.
2480;284881560111136;May;R.
2481;109196922190338;Tolstoï;J.
2482;201300100000399;Austen;Arthur
2483;271053559232284;de Balzac;Terry
2484;150155951466168;May;Georges
2485;218954291702405;Nesbo;Amy
2486;280666873636986;Parot;Arthur
2487;125278492348252;Gentry;Maxime
2488;110795280095572;Diderot;Harlan
2489;234496917616734;Hugo;Jules
2490;147492710123451;Leon;Fred
2491;274934875161399;Levy;Tina
2492;261490677008162;Hawkins;Maxime
2493;208057658259372;Higgins;Roger
2494;222417650850842;Zola;R.
2495;292134443433225;Allan;Léon
2496;206558379446114;Austen;Victor
2497;278577439893649;Watson;Renaud
2498;211580938983029;Austen;Tina
2499;252082145734935;Jon Ellory;Arthur
2500;180283361773159;Fleming;Camilla
2501;166974423986684;Leon;Terry
2502;220218676415100;de Balzac;Jean
2503;279796106693666;de Musset;Robert
2504;140660504318532;Gide;Terry
2505;119531583951750;Leon;Jack
2506;222902534000864;d' Aillon;Louis
2507;125197263812059;Gentry;Jean
2508;134682524356173;Gide;Oscar
2509;136881279111783;Verne;Mary
2510;274525868561549;Conan;Harlan
2511;103460386809265;Pouchairet;Amy
2512;196021120434273;Aragon;Jean
2513;234917443873939;Higgins Clark;Arnaldur
2514;182362355734900;de Balzac;Mary
2515;243332791685224;Paris;Roger
2516;281062928436495;Louis;Roger
2517;150492750465658;London;Oscar
2518;258990232203221;Mention;Paula
2519;281514810862302;Jon Ellory;Oscar
2520;200388825802465;Indridason;Bernard
2521;189886255049976;Levy;Paula
2522;230810262502174;Paris;Edgar
2523;189196998676215;de Balzac;Georges
2524;278142939239361;Higgins Clark;Pierre
2525;116702471457985;Coben;Jack
2526;152162172601155;Nesbo;Arnaldur
2527;262933247568562;Kepler;Lisa
2528;134786489765874;Roberts;Mark
2529;117742419126271;Louis;Philip
2530;223949088272195;Nesbø;André
2531;220745040613554;Larsson;S.J.
2532;263392424407239;Verne;Mary
2533;294032658432216;May;Mary
2534;111953667185191;Verne;Arthur
2535;102842877867688;Zola;Fred
2536;137051018307320;Paris;Mary
2537;297115963522542;Bombard;Jules
2538;298772723214159;K. Rowling;Jo
2539;107578066176973;Shelley;Fred
2540;209963470028033;Leon;Victor
2541;150275786396754;Eco;Nora
2542;224862024861825;Seskis;Albert
2543;199058589153628;Asimov;Jules
2544;224275798467393;Paris;Jane
2545;269571341799653;Louis;Ian
2546;206369119210642;Gentry;Renaud
2547;276013560206355;Higgins;Arthur
2548;273360208838946;Gide;Umberto
2549;137642890692807;Louis;Honoré
2550;294843605563705;de Musset;Alfred
2551;170125012578609;Allan;Renaud
2552;177029341481550;Gide;J.
2553;126442561379050;Shelley;Philip
2554;212793152902965;Gide;Émile
2555;158805306321965;Parot;Mary
2556;135122638772564;Allan;Jack
2557;193214557308876;Jon Ellory;Robert
2558;240655810710002;Gentry;S.J.
2559;263544884581026;Kerr;J.
2560;197534339029120;Harper;Terry
2561;268920282299067;Gide;Tina
2562;279931888422348;Kerr;Philip
2563;260804905924850;Shelley;Harlan
2564;160870170374975;Diderot;Tina
2565;217556976892111;Coben;Camilla
2566;246281722398573;de Balzac;Renaud
2567;189721103655552;Minier;Lisa
2568;160828091296354;Larsson;André
2569;286405254208190;de Balzac;Lisa
2570;123795754668599;Bussi;Renaud
2571;184589135804361;Läckberg;Donna
2572;193071999259524;London;Robert
2573;222716903626887;Bussi;Albert
2574;113814641635600;Minier;Léon
2575;207796296346381;Mention;Donna
2576;145720513971294;Roberts;Umberto
2577;254521897473663;Allan;Camilla
2578;227133730303826;Diderot;Jane
2579;241930663174178;de Balzac;Harlan
2580;183671663784889;Diderot;Victor
2581;228854356221490;Austen;Nora
2582;221999418971851;Camus;J.
2583;200981375361788;Tolstoï;Mark
2584;132383794749202;Simenon;Ian
2585;186833770562503;Minier;Amy
2586;177015339523919;Vargas;J.
2587;271768900022940;Bombard;André
2588;251142585730188;Watson;Jean
2589;265322934875783;Kerr;Franz
2590;153728877022573;Vargas;Michaël
2591;241337145920732;Higgins;Marc
2592;184899158780286;Gardner;J.
2593;223443774830549;Louis;Lars
2594;161386813602395;Shelley;Peter
2595;275078098870488;Pouchairet;Paula
2596;157798380548331;May;Alfred
2597;102932946950169;Chattam;Oscar
2598;105593438148910;Camus;Ian
2599;169635895713205;Jon Ellory;Terry
2600;117771241086184;Kerr;Michaël
2601;184524124128733;Hugo;Michel
2602;148397808386819;Asimov;Jean-François
2603;298303350892942;Gentry;Michel
2604;104053034534416;Bombard;Honoré
2605;132470618939177;Läckberg;Georges
2606;225474994366254;Vargas;Maxime
2607;203691820753048;Kerr;Peter
2608;199418252608059;Levy;Camilla
2609;104419216615195;Hawkins;Roger
2610;174335739963286;Nesbø;Marcel
2611;126728202972873;Nesbø;Donna
2612;104543234615914;Lemaitre;Fred
2613;214214394420402;Paris;Isaac
2614;178373940317569;de Balzac;Roger
2615;138850861827705;London;Oscar
2616;225238604536394;Diderot;Terry
2617;262213953072377;Louis;Marcel
2618;190039170303736;Conan;Jules
2619;279423259535601;Lemaitre;Léon
2620;217208434562309;Asimov;Mark
2621;155777105624848;Watson;Umberto
2622;263588645420857;Nesbø;Fred
2623;273656001738114;Verne;B.A.
2624;244605000884472;Mention;Victor
2625;206425847799949;de Musset;B.A.
2626;196794209932062;Kafka;Philip
2627;159447025994468;May;Franz
2628;237602410917279;Coben;Franz
2629;290488686347289;Asimov;Michaël
2630;299348199233838;Fleming;Émile
2631;163799435567466;Diderot;Arthur
2632;256781534589933;Gide;Pierre
2633;273619541800639;Läckberg;Jack
2634;107702505791174;Proust;Pierre
2635;135344334542979;Leon;Philip
2636;196417188370637;Aragon;Edgar
2637;130996439811309;Verne;Denis
2638;227068182137756;Kerr;Arthur
2639;137927608206182;Watson;R.
2640;194477789107068;May;Marcel
2641;277291971216020;Hayes;Arnaldur
2642;182761711466157;Larsson;Roger
2643;206990352470025;J. Ellory;Harlan
2644;245266592376460;Kerr;Émile
2645;240310966520421;d' Aillon;Albert
2646;100053827244504;Leon;S.J.
2647;234894731760156;Camus;Michaël
2648;128748781268175;Twain;Georges
2649;140773870401727;Louis;Léon
2650;260027633385235;d' Aillon;Umberto
2651;298248193272823;Higgins Clark;Terry
2652;209080899061582;Conan;Marc
2653;208758616291935;Mention;Jules
2654;250978449651001;Vargas;Peter
2655;251285890931145;Larsson;Renaud
2656;283882022069142;Larsson;Fred
2657;232277769323122;Hayes;Georges
2658;248596604388309;Jon Ellory;S.J.
2659;210263325545011;Wilde;Jack
2660;234026881252928;Gide;Émile
2661;133880562602178;Higgins Clark;Denis
2662;135853670355052;Paris;Edgar
2663;190548446357800;Roberts;Tina
2664;136816500335201;Parot;Marc
2665;172971716811594;Levy;Jean
2666;282875789281365;de Musset;Nora
2667;124314423295158;Nesbo;Donna
2668;220098846790700;Gentry;Jules
2669;170526458986615;Paris;Lars
2670;157894164765507;Hugo;Alfred
2671;298317705869325;Parot;Amy
2672;111970898604412;Camus;B.A.
2673;141217118057876;Levy;Renaud
2674;284239300377114;Camus;Nora
2675;144379571401844;Watson;Tina
2676;109008777843060;Higgins Clark;Edgar
2677;142208206307432;Tolstoï;Harlan
2678;234077442665419;Harper;Edgar
2679;131858736466917;Leon;Mark
2680;202467232214234;Verne;Jo
2681;103583383102458;Fleming;Philip
2682;212412001128052;Gardner;Jane
2683;166162077251355;Fleming;Arthur
2684;284110133789732;Tolstoï;Jack
2685;139555523552758;Higgins;Peter
2686;189990293679778;Louis;Jean-François
2687;224305344559305;Seskis;Amy
2688;157279412079585;Proust;Jean
2689;216286587555299;Gide;Jane
2690;125174578548216;Hugo;Nora
2691;266694916146160;Hawkins;Jane
2692;187871763320967;Tolstoï;Pierre
2693;243775503980984;Mention;Mary
2694;245830365381245;Gardner;Philip
2695;159322691099947;Twain;J.
2696;232234053843364;Vargas;Albert
2697;223837381576024;Gentry;Mary
2698;136970529397655;Shelley;Bernard
2699;119397165499125;Diderot;Arthur
2700;277280385799065;Nesbo;Marcel
2701;181076830613986;Lemaitre;Louis
2702;191233636521525;Austen;Paula
2703;132771965535141;Gide;Arthur
2704;203557240650600;Vargas;R.
2705;283756431851552;Lemaitre;Camilla
2706;242575217196442;Simenon;Fred
2707;280718488771618;Conan;Paula
2708;193574659535389;Zola;Michel
2709;258606985556453;London;Marcel
2710;248775163207149;Nesbo;Philip
2711;253344346700926;Hawkins;Jean-François
2712;176690510784538;Pouchairet;Åsa
2713;272347042535452;Bussi;Jules
2714;229264322156769;Gide;Nora
2715;111565108767246;Minier;Jack
2716;124614937318575;Eco;Franz
2717;105662314384772;Kerr;Philip
2718;258571903314237;Wilde;Robert
2719;124405573728077;Wilde;B.A.
2720;113104929510438;Wilde;Honoré
2721;252727470291941;Twain;Franz
2722;165283133466546;Hayes;Oscar
2723;240274741992596;Louis;Michel
2724;279175668407806;Indridason;Fred
2725;197321937158461;Indridason;Umberto
2726;294263978965360;Chattam;Ian
2727;184040203727771;Läckberg;Jean
2728;152154895574436;Tolstoï;Lars
2729;155038095921814;J. Ellory;Pierre
2730;129043318664587;Coben;R.
2731;287127561970146;Simenon;Léon
2732;121103923343983;Asimov;Léon
2733;170651061288266;Harper;André
2734;133260879438867;Shelley;Peter
2735;259902162312707;Louis;Edgar
2736;281301954860531;Watson;Franz
2737;234935701386583;Tolstoï;Lars
2738;250600321909713;Jon Ellory;Jo
2739;135247595017890;Indridason;Lars
2740;105901960585911;Mention;Fred
2741;296716693348719;Nesbo;Denis
2742;245264169174260;Paris;Mark
2743;243870151541920;Simenon;Isaac
2744;266953826100301;Higgins;Edgar
2745;268806421278965;de Balzac;Victor
2746;207185821358865;Levy;Robert
2747;144991048994153;Hawkins;Tina
2748;240685191130039;d' Aillon;Bernard
2749;262368760430428;Verne;Philip
2750;125817282031853;Seskis;Mary
2751;284753989299911;Kepler;S.J.
2752;259506803233285;Larsson;Pierre
2753;214369520028664;London;Mary
2754;219460223391786;K. Rowling;B.A.
2755;282516833952948;Kafka;Arthur
2756;112776984975533;Larsson;Arthur
2757;174800796309265;Aragon;R.
2758;263802418833411;Watson;Arthur
2759;221002850199263;Asimov;Mary
2760;159130196743075;Mention;Marc
2761;108372234985015;Nesbo;Michel
2762;289401756468527;Fleming;Maxime
2763;153421120257059;Verne;Bernard
2764;112705893468303;Levy;Donna
2765;169599051919766;J. Ellory;Mary
2766;269009264200508;Coben;Jane
2767;216475366637643;Hawkins;Renaud
2768;106001253870922;Gide;Albert
2769;284812195490549;Gardner;Jane
2770;273213146881788;K. Rowling;B.A.
2771;276051574365700;Pouchairet;Amy
2772;208473390908417;Asimov;Fred
2773;188122630627833;May;Edgar
2774;289456694245254;de Musset;Franz
2775;274501430576715;d' Aillon;Marcel
2776;203390352034271;Chattam;Edgar
2777;198075085562433;Simenon;Jean
2778;204618689424391;Allan;Albert
2779;173975679257215;de Balzac;Jane
2780;183609310649454;Aragon;Ian
2781;142167949949411;Kafka;Bernard
2782;244422935459181;Chattam;Fred
2783;260670305285214;Lemaitre;Jean-François
2784;151275819491501;Aragon;Mary
2785;137736998089392;Leon;Paula
2786;210396282841548;Harper;Jo
2787;151698062342291;Levy;Lars
2788;235080984380267;Larsson;Mary
2789;226440297237576;Bussi;Philip
2790;120767999945633;Fleming;Paula
2791;251473392838257;Kepler;Camilla
2792;146514597628815;Hawkins;Robert
2793;218065687816909;Hawkins;Arthur
2794;276553272377240;Higgins;Philip
2795;270022091749666;Jon Ellory;Philip
2796;225084482895414;Parot;B.A.
2797;272312181234360;Vargas;Jules
2798;166771895283474;Higgins Clark;Roger
2799;229246991965468;Louis;Amy
2800;132458073761544;Watson;Jean
2801;125202085490646;Vargas;Paula
2802;252740630635871;Läckberg;B.A.
2803;238960659237598;Chattam;Georges
2804;292968917998268;Proust;Michel
2805;176798613151143;Higgins;Umberto
2806;260504610257099;Austen;Marc
2807;250593988541199;Mention;R.
2808;237421447870153;Pouchairet;Alfred
2809;271430925596326;Bombard;Georges
2810;231462266285169;Vargas;Fred
2811;285000705962972;Indridason;B.A.
2812;206394587284077;Paris;Mark
2813;115745972260170;Simenon;Jane
2814;268036862540673;Higgins;Harlan
2815;285575033049841;Hawkins;Georges
2816;184962694443750;Fleming;Bernard
2817;242781891914705;Kerr;Maxime
2818;225060551306925;Tolstoï;André
2819;255201871022954;Jon Ellory;Marcel
2820;237272099424770;Zola;Lisa
2821;197075692936353;de Musset;Oscar
2822;235925243800534;Eco;Roger
2823;288209512614457;K. Rowling;Åsa
2824;216050800874839;Nesbø;Michel
2825;148107002946425;Indridason;Amy
2826;261731903330886;Indridason;Lisa
2827;238228332869415;Leon;Edgar
2828;247366032095953;Chattam;Donna
2829;256426081754948;J. Ellory;Jane
2830;268423694127037;K. Rowling;Philip
2831;191664904340662;Twain;Denis
2832;124349197337630;Läckberg;Mary
2833;254587463320164;Hayes;Philip
2834;159242266891936;Shelley;Pierre
2835;288307191788624;Eco;Mark
2836;178946368772543;Higgins Clark;Arthur
2837;165204242553581;Hugo;Bernard
2838;278193569961705;Nesbø;Jean-François
2839;197383159993430;Shelley;Peter
2840;297211272578382;Roberts;Oscar
2841;106161843540584;d' Aillon;Jack
2842;141421490944392;Leon;Jane
2843;144124625932209;Kafka;Michaël
2844;294430675811211;Hayes;Alfred
2845;147578871101527;de Balzac;Victor
2846;265891981003690;J. Ellory;Fred
2847;271553549953175;Harper;Marc
2848;171723072942180;Shelley;Michaël
2849;194003783951970;Gardner;Camilla
2850;114998813386889;J. Ellory;Amy
2851;133648416183844;Austen;Renaud
2852;120807586868749;Conan;Franz
2853;218943514570828;K. Rowling;Peter
2854;138704431282974;Parot;Philip
2855;185171127875220;J. Ellory;Renaud
2856;263022053502744;Fleming;Donna
2857;265743250686482;Shelley;Mary
2858;203277538488905;Bombard;Harlan
2859;182081304035693;Paris;Lisa
2860;166571780059194;Proust;Arnaldur
2861;185852859311361;Verne;Philip
2862;219105854915950;Nesbo;Mark
2863;290792177294837;Zola;J.
2864;282315625031208;Diderot;Maxime
2865;184703200490561;Gardner;Terry
2866;165773172751108;Hugo;Donna
2867;247937144385178;Lemaitre;Donna
2868;279831831998131;Asimov;André
2869;254423064752994;Lemaitre;Louis
2870;194604962307240;Hawkins;R.
2871;162801768623905;Kafka;Jean
2872;296436434792240;Wilde;André
2873;284624945660251;Harper;Louis
2874;129240504011781;de Musset;Michel
2875;108666971770551;Conan;Nora
2876;224145903360827;Wilde;Mark
2877;293839594786466;Allan;Philip
2878;101038027527959;Roberts;Franz
2879;250240579950309;London;Michaël
2880;183360758748529;Nesbø;Oscar
2881;197382196683294;Kepler;Robert
2882;178716912364461;Vargas;Pierre
2883;280725877697600;Parot;Jean-François
2884;226068789372668;Austen;Renaud
2885;120055730987867;Tolstoï;Ian
2886;129668123159587;Indridason;Jane
2887;203946179286076;Simenon;Pierre
2888;134186177728057;J. Ellory;Camilla
2889;102988017826132;Camus;Pierre
2890;237070871175698;de Balzac;Isaac
2891;180965165980615;Chattam;Franz
2892;237382513319364;Camus;Léon
2893;232112336645254;Gardner;Michaël
2894;118292434961855;Higgins Clark;Albert
2895;244659350169809;d' Aillon;Oscar
2896;173662951864512;Eco;Maxime
2897;164695924640965;de Musset;Roger
2898;240650204250181;Mention;Robert
2899;283427506965916;Higgins;Philip
2900;153311299211821;Conan;Philip
2901;164954904259653;de Balzac;Arthur
2902;117854787916129;Bombard;Philip
2903;291334193467595;Kepler;Umberto
2904;146325890261993;Allan;Fred
2905;255029541584867;Parot;Jane
2906;248883358826957;Shelley;Philip
2907;295762623625248;Higgins;Jane
2908;195781660849455;Hawkins;Lars
2909;231458137741767;Shelley;Georges
2910;227122789417697;Indridason;Amy
2911;287903687605380;Leon;Albert
2912;101646828019287;Twain;B.A.
2913;280807973804570;Larsson;André
2914;276097243242656;Wilde;Edgar
2915;225029075253782;Paris;Terry
2916;249964023695927;de Musset;Jo
2917;270266442494162;Lemaitre;Jean
2918;225583932296478;Wilde;Åsa
2919;294387353668984;Paris;Marc
2920;274503542067773;Chattam;Jane
2921;289521963934536;Läckberg;Mary
2922;188040792903988;Coben;Ian
2923;155186132723969;Mention;Franz
2924;162682823166931;Diderot;Mary
2925;121418640926264;Indridason;Fred
2926;275322614080577;Zola;Victor
2927;168529411014329;K. Rowling;Camilla
2928;135270694811941;Larsson;Bernard
2929;282598098685816;Nesbø;Fred
2930;194630938464035;Twain;Isaac
2931;217717606315528;Vargas;Fred
2932;109412550806056;Jon Ellory;Jo
2933;266922201204862;Higgins Clark;Mary
2934;191220375011234;Gentry;Roger
2935;280287742099124;Wilde;Philip
2936;225853927842001;Parot;Fred
2937;242561723854028;Larsson;Fred
2938;236345694437033;Läckberg;Jo
2939;249107459018072;Allan;Philip
2940;289462014860926;Proust;Renaud
2941;252350970380417;Gardner;R.
2942;244779151650705;Coben;Terry
2943;108429142024710;de Musset;Pierre
2944;167761494714396;Kafka;Arthur
2945;149301249173452;de Balzac;Ian
2946;120809282485413;Vargas;Honoré
2947;292460317888104;Chattam;Umberto
2948;149144658784665;Diderot;Renaud
2949;161873106160033;Indridason;Camilla
2950;269778180719876;Allan;Bernard
2951;217354661191911;Verne;Ian
2952;288816081876035;Gide;Amy
2953;248596553446673;Wilde;Jane
2954;195240829241267;Shelley;Jo
2955;194215312733022;Coben;Robert
2956;108762920615118;Parot;Philip
2957;268614553077947;Higgins Clark;Bernard
2958;204749519807370;d' Aillon;Alfred
2959;206011962803938;Louis;Amy
2960;158906257772470;Vargas;Franz
2961;215818514354626;Zola;Pierre
2962;201693285543616;Chattam;Jo
2963;172798792298796;Aragon;Jo
2964;219460310920867;Mention;Isaac
2965;239122309972477;Larsson;Lisa
2966;259064665143070;Wilde;Alfred
2967;170169313305275;Eco;Bernard
2968;248722081046954;Gentry;Jo
2969;193350666058908;Hugo;Philip
2970;104265278122772;May;Jane
2971;123336344670102;Kerr;Philip
2972;171927080482115;Hayes;Lisa
2973;220070622762232;Austen;S.J.
2974;159374335221249;de Balzac;Mary
2975;152009546290339;Hugo;Terry
2976;125385408238130;Minier;S.J.
2977;165142545667968;Gide;Mary
2978;144636576903014;Larsson;Marc
2979;175411190213791;Verne;Fred
2980;135409038228023;May;Jo
2981;144170620200907;Pouchairet;Camilla
2982;251509096518812;Vargas;Harlan
2983;138682838553337;Roberts;Nora
2984;210725234591948;Proust;Émile
2985;258908790246157;Larsson;Harlan
2986;195206847125661;Parot;Lisa
2987;247592394861926;Parot;Jane
2988;179654118476287;Chattam;Alfred
2989;183705245750121;J. Ellory;Victor
2990;213416014071438;London;Paula
2991;290790522296051;Levy;Amy
2992;203295693307858;Levy;Arthur
2993;191367250907486;Hawkins;Roger
2994;153020237806045;Bombard;Philip
2995;109803593398721;Higgins;Pierre
2996;143339259490234;Gentry;Albert
2997;275816209052617;May;Amy
2998;169921908759396;Seskis;Jules
2999;210773166362212;Läckberg;Philip
3000;213147966559033;Bombard;Marcel
3001;244864610229414;Lemaitre;Jules
3002;113197232981405;Kepler;Harlan
3003;119253184740356;Kerr;Mary
3004;204952494939134;Verne;Umberto
3005;208817967462657;Hayes;Jules
3006;124009582585906;Gentry;Arnaldur
3007;288308112882288;Tolstoï;Albert
3008;249955014327482;Minier;Amy
3009;153975785035116;Higgins Clark;Pierre
3010;151197607393977;Kerr;Alfred
3011;270437843129959;Zola;Victor
3012;113726021449733;Austen;Jules
3013;108575179349394;London;Amy
3014;133621778103999;May;Paula
3015;141968211655768;Vargas;Mary
3016;119578457745245;Gentry;Louis
3017;235125156285789;Vargas;Philip
3018;291933733047209;Gardner;Edgar
3019;130532205320229;Wilde;Denis
3020;272511445653408;Fleming;Arnaldur
3021;120031236788318;Tolstoï;Peter
3022;137998219028899;Gide;Léon
3023;244929274825843;K. Rowling;Arthur
3024;186348796408778;Parot;Camilla
3025;291107171697288;Nesbø;Jo
3026;220260318011884;Kerr;B.A.
3027;184829107390348;Coben;Denis
3028;109809362105873;Nesbø;Alfred
3029;296156409049075;Mention;Harlan
3030;219536440359498;Pouchairet;Jules
3031;287150156588155;Jon Ellory;Paula
3032;210255308377358;Diderot;Jean
3033;176917953465139;Indridason;Peter
3034;165422140812850;de Musset;Émile
3035;148816102171128;Nesbo;Fred
3036;200541055961951;Hayes;Paula
3037;187608433647841;de Musset;Fred
3038;128885557337254;Gentry;Jane
3039;240298239825609;Harper;Peter
3040;166473997268765;Läckberg;Fred
3041;292151073820698;Vargas;Émile
3042;296011918624744;Bombard;Michaël
3043;104975195462059;Levy;Nora
3044;169073565533317;Läckberg;Léon
3045;246976508158686;Lemaitre;Amy
3046;130606798757185;Wilde;Jean
3047;228287493900295;Seskis;Jules
3048;203265644652309;Paris;Lars
3049;142118568735782;Vargas;Mary
3050;243445352249706;Verne;Mary
3051;169056918286867;Higgins;Alfred
3052;271543975253889;Louis;Marc
3053;270354484956801;Bussi;Michel
3054;188761173076285;Paris;Pierre
3055;134452206919471;Twain;Fred
3056;268195288199226;Indridason;Lisa
3057;252207887148082;de Musset;Michel
3058;112224168023534;Higgins Clark;Nora
3059;295481791230255;Camus;Jack
3060;298386754694584;Diderot;Mark
3061;152620835261654;Mention;Jo
3062;250847306216330;Vargas;Jack
3063;298478625215215;Mention;Léon
3064;280693617613603;Higgins Clark;Fred
3065;121074651465111;Hugo;Mary
3066;109474578493210;Hawkins;Oscar
3067;155588953477839;Eco;Léon
3068;157487257262409;Lemaitre;Mark
3069;255710136162118;Gentry;Jean-François
3070;106981427237804;d' Aillon;Arthur
3071;158390769307863;Pouchairet;Mary
3072;131676466394158;K. Rowling;Lisa
3073;275344409863802;Seskis;Camilla
3074;260420180319853;Coben;Edgar
3075;214435845676124;Gide;Denis
3076;297791987925987;Bombard;Donna
3077;177587050521794;Allan;Maxime
3078;202121274998087;Indridason;Robert
3079;152320241938918;Camus;Camilla
3080;282550395538498;de Balzac;Philip
3081;111080378117764;Kepler;Michaël
3082;168409590179699;Kepler;Mary
3083;109862819859739;Minier;Michaël
3084;246647429218536;d' Aillon;Paula
3085;107320140664820;de Balzac;Philip
3086;292055387672139;Gide;J.
3087;223471811321552;Higgins Clark;Victor
3088;288068460746678;Aragon;Jean
3089;275640168364748;Diderot;Arnaldur
3090;157177812883721;Kafka;Paula
3091;144217036337958;Nesbø;Jo
3092;239722073196646;de Musset;Harlan
3093;227273811057388;Eco;J.
3094;281198276267079;Higgins Clark;Philip
3095;202692509546813;Higgins;Paula
3096;191679253336808;Seskis;Paula
3097;270597793832246;Vargas;Jean-François
3098;131326627996920;Kepler;Jo
3099;171064500616484;Larsson;Louis
3100;110582724459375;Läckberg;Honoré
3101;245292346176439;Vargas;Honoré
3102;223119281880428;Kerr;Jean
3103;234278941477675;Nesbø;Camilla
3104;156031830024074;Fleming;Arnaldur
3105;109076909318754;Larsson;Mary
3106;264340901237007;Vargas;Nora
3107;225358742355811;Levy;Roger
3108;261005642702253;Verne;Jo
3109;235761479920204;Jon Ellory;Bernard
